Índice de Desenvolvimento Humano (IDH)
Sigla;Código;Município;1970;1980;1991;
RS;4316956;Santa Maria do Herval;;;0,7;
RS;4316972;Santa Margarida do Sul;;;;
RS;4317004;Santana da Boa Vista;0,35;0,546;0,541;
RS;4317103;Santana do Livramento;0,568;0,748;0,784;
RS;4317202;Santa Rosa;0,554;0,743;0,775;
RS;4317251;Santa Tereza;;;;
RS;4317301;Santa Vitória do Palmar;0,515;0,712;0,759;
RS;4317400;Santiago;0,548;0,748;0,735;
RS;4317509;Santo Ângelo;0,521;0,731;0,799;
RS;4317558;Santo Antônio do Palma;;;;
RS;4317608;Santo Antônio da Patrulha;0,4;0,63;0,689;
RS;4317707;Santo Antônio das Missões;0,449;0,691;0,63;
RS;4317756;Santo Antônio do Planalto;;;;
RS;4317806;Santo Augusto;0,457;0,729;0,694;
RS;4317905;Santo Cristo;0,533;0,738;0,696;
RS;4317954;Santo Expedito do Sul;;;;
RS;4318002;São Borja;0,491;0,743;0,753;
RS;4318051;São Domingos do Sul;;;0,814;
RS;4318101;São Francisco de Assis;0,459;0,67;0,613;
RS;4318200;São Francisco de Paula;0,434;0,711;0,7;
RS;4318309;São Gabriel;0,505;0,697;0,73;
RS;4318408;São Jerônimo;0,455;0,698;0,712;
RS;4318424;São João da Urtiga;;;0,598;
RS;4318432;São João do Polêsine;;;;
RS;4318440;São Jorge;;;0,737;
RS;4318457;São José das Missões;;;;
RS;4318465;São José do Herval;;;0,584;
RS;4318481;São José do Hortêncio;;;0,718;
RS;4318499;São José do Inhacorá;;;;
RS;4318507;São José do Norte;0,378;0,647;0,542;
RS;4318606;São José do Ouro;0,423;0,617;0,629;
RS;4318614;São José do Sul;;;;
RS;4318622;São José dos Ausentes;;;;
RS;4318705;São Leopoldo;0,626;0,755;0,79;
RS;4318804;São Lourenço do Sul;0,47;0,693;0,729;
RS;4318903;São Luiz Gonzaga;0,474;0,734;0,73;
RS;4319000;São Marcos;0,551;0,746;0,808;
RS;4319109;São Martinho;0,449;0,705;0,614;
RS;4319125;São Martinho da Serra;;;;
RS;4319158;São Miguel das Missões;;;0,592;
RS;4319208;São Nicolau;0,386;0,568;0,587;
RS;4319307;São Paulo das Missões;0,464;0,583;0,588;
RS;4319356;São Pedro da Serra;;;;
RS;4319364;São Pedro das Missões;;;;
RS;4319372;São Pedro do Butiá;;;;
RS;4319406;São Pedro do Sul;0,457;0,628;0,647;
RS;4319505;São Sebastião do Caí;0,536;0,742;0,784;
RS;4319604;São Sepé;0,518;0,686;0,701;
RS;4319703;São Valentim;0,457;0,624;0,654;
RS;4319711;São Valentim do Sul;;;;
RS;4319737;São Valério do Sul;;;;
RS;4319752;São Vendelino;;;0,779;
RS;4319802;São Vicente do Sul;0,5;0,704;0,716;
RS;4319901;Sapiranga;0,579;0,733;0,757;
RS;4320008;Sapucaia do Sul;0,507;0,729;0,753;
RS;4320107;Sarandi;0,465;0,722;0,67;
RS;4320206;Seberi;0,432;0,597;0,581;
RS;4320230;Sede Nova;;;0,626;
RS;4320263;Segredo;;;0,552;
RS;4320305;Selbach;0,626;0,79;0,778;
RS;4320321;Senador Salgado Filho;;;;
RS;4320354;Sentinela do Sul;;;;
RS;4320404;Serafina Corrêa;0,514;0,734;0,806;
RS;4320453;Sério;;;;
RS;4320503;Sertão;0,466;0,739;0,663;
RS;4320552;Sertão Santana;;;;
RS;4320578;Sete de Setembro;;;;
RS;4320602;Severiano de Almeida;0,44;0,672;0,608;
RS;4320651;Silveira Martins;;;0,702;
RS;4320677;Sinimbu;;;;
RS;4320701;Sobradinho;0,401;0,578;0,628;
RS;4320800;Soledade;0,384;0,608;0,711;
RS;4320859;Tabaí;;;;
RS;4320909;Tapejara;0,453;0,701;0,654;
RS;4321006;Tapera;0,619;0,766;0,786;
RS;4321105;Tapes;0,431;0,674;0,705;
RS;4321204;Taquara;0,53;0,734;0,795;
RS;4321303;Taquari;0,477;0,702;0,679;
RS;4321329;Taquaruçu do Sul;;;0,716;
RS;4321352;Tavares;;;0,674;
RS;4321402;Tenente Portela;0,454;0,662;0,595;
RS;4321436;Terra de Areia;;;0,673;
RS;4321451;Teutônia;;;0,811;
RS;4321469;Tio Hugo;;;;
RS;4321477;Tiradentes do Sul;;;;
RS;4321493;Toropi;;;;
RS;4321501;Torres;0,405;0,635;0,742;
RS;4321600;Tramandaí;0,483;0,705;0,718;
RS;4321626;Travesseiro;;;;
RS;4321634;Três Arroios;;;0,732;
RS;4321667;Três Cachoeiras;;;0,784;
RS;4321709;Três Coroas;0,496;0,729;0,742;
RS;4321808;Três de Maio;0,503;0,754;0,718;
RS;4321832;Três Forquilhas;;;;
RS;4321857;Três Palmeiras;;;0,584;
RS;4321907;Três Passos;0,472;0,663;0,657;
RS;4321956;Trindade do Sul;;;0,523;
RS;4322004;Triunfo;0,464;0,707;0,74;
RS;4322103;Tucunduva;0,495;0,752;0,699;
RS;4322152;Tunas;;;0,522;
RS;4322186;Tupanci do Sul;;;;
RS;4322202;Tupanciretã;0,499;0,705;0,702;
RS;4322251;Tupandi;;;0,702;
RS;4322301;Tuparendi;0,501;0,746;0,653;
RS;4322327;Turuçu;;;;
RS;4322343;Ubiretama;;;;
RS;4322350;União da Serra;;;;
RS;4322376;Unistalda;;;;
RS;4322400;Uruguaiana;0,562;0,737;0,77;
RS;4322509;Vacaria;0,448;0,712;0,748;
RS;4322525;Vale Verde;;;;
RS;4322533;Vale do Sol;;;;
RS;4322541;Vale Real;;;;
RS;4322558;Vanini;;;0,68;
RS;4322608;Venâncio Aires;0,487;0,724;0,729;
RS;4322707;Vera Cruz;0,521;0,686;0,708;
RS;4322806;Veranópolis;0,498;0,744;0,804;
RS;4322855;Vespasiano Correa;;;;
RS;4322905;Viadutos;0,467;0,668;0,688;
RS;4323002;Viamão;0,473;0,714;0,737;
RS;4323101;Vicente Dutra;0,414;0,514;0,549;
RS;4323200;Victor Graeff;0,531;0,762;0,714;
RS;4323309;Vila Flores;;;0,804;
RS;4323358;Vila Lângaro;;;;
RS;4323408;Vila Maria;;;0,773;
RS;4323457;Vila Nova do Sul;;;;
RS;4323507;Vista Alegre;;;0,68;
RS;4323606;Vista Alegre do Prata;;;0,774;
RS;4323705;Vista Gaúcha;;;0,614;
RS;4323754;Vitória das Missões;;;;
RS;4323770;Westfalia;;;;
RS;4323804;Xangri-lá;;;;
RS;4399919;Santa Cristina do Pinhal;;;;
RS;4399929;Santa Izabel;;;;
SC;4200051;Abdon Batista;;;0,545;
SC;4200101;Abelardo Luz;0,39;0,622;0,615;
SC;4200200;Agrolândia;0,471;0,659;0,668;
SC;4200309;Agronômica;0,462;0,587;0,645;
SC;4200408;Água Doce;0,437;0,651;0,644;
SC;4200507;Águas de Chapecó;0,463;0,603;0,57;
SC;4200556;Águas Frias;;;;
SC;4200606;Águas Mornas;0,444;0,596;0,648;
SC;4200705;Alfredo Wagner;0,4;0,564;0,651;
SC;4200754;Alto Bela Vista;;;;
SC;4200804;Anchieta;0,417;0,624;0,593;
SC;4200903;Angelina;0,398;0,543;0,629;
SC;4201000;Anita Garibaldi;0,359;0,524;0,527;
SC;4201109;Anitápolis;0,427;0,564;0,639;
SC;4201208;Antônio Carlos;0,406;0,654;0,7;
SC;4201257;Apiúna;;;0,65;
SC;4201273;Arabutã;;;;
SC;4201307;Araquari;0,387;0,621;0,696;
SC;4201406;Araranguá;0,445;0,708;0,714;
SC;4201505;Armazém;0,428;0,589;0,673;
SC;4201604;Arroio Trinta;0,395;0,634;0,719;
SC;4201653;Arvoredo;;;;
SC;4201703;Ascurra;0,443;0,74;0,741;
SC;4201802;Atalanta;0,496;0,648;0,671;
SC;4201901;Aurora;0,435;0,599;0,744;
SC;4201950;Balneário Arroio do Silva;;;;
SC;4202008;Balneário Camboriú;0,493;0,767;0,81;
SC;4202057;Balneário Barra do Sul;;;;
SC;4202073;Balneário Gaivota;;;;
SC;4202081;Bandeirante;;;;
SC;4202099;Barra Bonita;;;;
SC;4202107;Barra Velha;0,393;0,64;0,671;
SC;4202131;Bela Vista do Toldo;;;;
SC;4202156;Belmonte;;;;
SC;4202206;Benedito Novo;0,488;0,713;0,746;
SC;4202305;Biguaçu;0,422;0,638;0,734;
SC;4202404;Blumenau;0,674;0,797;0,822;
SC;4202438;Bocaina do Sul;;;;
SC;4202453;Bombinhas;;;;
SC;4202503;Bom Jardim da Serra;0,408;0,582;0,616;
SC;4202537;Bom Jesus;;;;
SC;4202578;Bom Jesus do Oeste;;;;
SC;4202602;Bom Retiro;0,402;0,645;0,612;
SC;4202701;Botuverá;0,436;0,644;0,722;
SC;4202800;Braço do Norte;0,462;0,722;0,726;
SC;4202859;Braço do Trombudo;;;;
SC;4202875;Brunópolis;;;;
SC;4202909;Brusque;0,568;0,779;0,796;
SC;4203006;Caçador;0,502;0,728;0,72;
SC;4203105;Caibi;0,456;0,739;0,75;
SC;4203154;Calmon;;;;
SC;4203204;Camboriú;0,424;0,639;0,718;
SC;4203253;Capão Alto;;;;
SC;4203303;Campo Alegre;0,48;0,657;0,63;
SC;4203402;Campo Belo do Sul;0,33;0,475;0,503;
SC;4203501;Campo Erê;0,376;0,523;0,544;
SC;4203600;Campos Novos;0,412;0,622;0,62;
SC;4203709;Canelinha;0,431;0,711;0,693;
SC;4203808;Canoinhas;0,439;0,635;0,654;
SC;4203907;Capinzal;0,464;0,731;0,705;
SC;4203956;Capivari de Baixo;;;;
SC;4204004;Catanduvas;0,418;0,633;0,664;
SC;4204103;Caxambu do Sul;0,448;0,637;0,584;
SC;4204152;Celso Ramos;;;0,597;
SC;4204178;Cerro Negro;;;;
SC;4204194;Chapadão do Lageado;;;;
SC;4204202;Chapecó;0,478;0,733;0,774;
SC;4204251;Cocal do Sul;;;;
SC;4204301;Concórdia;0,503;0,761;0,799;
SC;4204350;Cordilheira Alta;;;;
SC;4204400;Coronel Freitas;0,448;0,637;0,648;
SC;4204459;Coronel Martins;;;;
SC;4204509;Corupá;0,486;0,713;0,786;
SC;4204558;Correia Pinto;;;0,664;
SC;4204608;Criciúma;0,501;0,729;0,79;
SC;4204707;Cunha Porã;0,468;0,697;0,69;
SC;4204756;Cunhataí;;;;
SC;4204806;Curitibanos;0,462;0,696;0,652;
SC;4204905;Descanso;0,449;0,659;0,611;
SC;4205001;Dionísio Cerqueira;0,423;0,616;0,624;
SC;4205100;Dona Emma;0,446;0,661;0,614;
SC;4205159;Doutor Pedrinho;;;0,722;
SC;4205175;Entre Rios;;;;
SC;4205191;Ermo;;;;
SC;4205209;Erval Velho;0,406;0,657;0,681;
SC;4205308;Faxinal dos Guedes;0,391;0,586;0,682;
SC;4205357;Flor do Sertão;;;;
SC;4205407;Florianópolis;0,641;0,765;0,833;
SC;4205431;Formosa do Sul;;;;
SC;4205456;Forquilhinha;;;0,736;
SC;4205506;Fraiburgo;0,383;0,667;0,707;
SC;4205555;Frei Rogério;;;;
SC;4205605;Galvão;0,428;0,595;0,605;
SC;4205704;Garopaba;0,325;0,52;0,605;
SC;4205803;Garuva;0,45;0,601;0,724;
SC;4205902;Gaspar;0,523;0,757;0,825;
SC;4206009;Governador Celso Ramos;0,361;0,631;0,687;
SC;4206108;Grão Pará;0,448;0,615;0,82;
SC;4206207;Gravatal;0,381;0,559;0,667;
SC;4206306;Guabiruba;0,477;0,707;0,798;
SC;4206405;Guaraciaba;0,477;0,651;0,617;
SC;4206504;Guaramirim;0,463;0,745;0,797;
SC;4206603;Guarujá do Sul;0,487;0,694;0,672;
SC;4206652;Guatambú;;;;
SC;4206702;Herval d'Oeste;0,493;0,701;0,708;
SC;4206751;Ibiam;;;;
SC;4206801;Ibicaré;0,462;0,715;0,687;
SC;4206900;Ibirama;0,474;0,648;0,746;
SC;4207007;Içara;0,447;0,654;0,684;
SC;4207106;Ilhota;0,417;0,726;0,712;
SC;4207205;Imaruí;0,357;0,515;0,619;
SC;4207304;Imbituba;0,397;0,676;0,712;
SC;4207403;Imbuia;0,423;0,696;0,764;
SC;4207502;Indaial;0,526;0,75;0,829;
SC;4207577;Iomerê;;;;
SC;4207601;Ipira;0,462;0,676;0,667;
SC;4207650;Iporã do Oeste;;;0,73;
SC;4207684;Ipuaçu;;;;
SC;4207700;Ipumirim;0,442;0,754;0,65;
SC;4207759;Iraceminha;;;0,657;
SC;4207809;Irani;0,44;0,607;0,592;
SC;4207858;Irati;;;;
SC;4207908;Irineópolis;0,399;0,615;0,582;
SC;4208005;Itá;0,481;0,628;0,646;
SC;4208104;Itaiópolis;0,428;0,574;0,575;
SC;4208203;Itajaí;0,514;0,736;0,792;
SC;4208302;Itapema;0,357;0,68;0,772;
SC;4208401;Itapiranga;0,5;0,734;0,7;
SC;4208450;Itapoá;;;0,667;
SC;4208500;Ituporanga;0,477;0,715;0,781;
SC;4208609;Jaborá;0,431;0,743;0,651;
SC;4208708;Jacinto Machado;0,381;0,57;0,639;
SC;4208807;Jaguaruna;0,408;0,6;0,66;
SC;4208906;Jaraguá do Sul;0,556;0,772;0,809;
SC;4208955;Jardinópolis;;;;
SC;4209003;Joaçaba;0,56;0,764;0,811;
SC;4209102;Joinville;0,583;0,76;0,808;
SC;4209151;José Boiteux;;;0,625;
SC;4209177;Jupiá;;;;
SC;4209201;Lacerdópolis;0,456;0,669;0,684;
SC;4209300;Lages;0,466;0,687;0,743;
SC;4209409;Laguna;0,418;0,62;0,671;
SC;4209458;Lajeado Grande;;;;
SC;4209508;Laurentino;0,489;0,642;0,763;
SC;4209607;Lauro Muller;0,461;0,653;0,622;
SC;4209706;Lebon Régis;0,42;0,54;0,577;
SC;4209805;Leoberto Leal;0,413;0,592;0,642;
SC;4209854;Lindóia do Sul;;;0,704;
SC;4209904;Lontras;0,42;0,644;0,723;
SC;4210001;Luiz Alves;0,451;0,689;0,783;
SC;4210035;Luzerna;;;;
SC;4210050;Macieira;;;;
SC;4210100;Mafra;0,502;0,685;0,711;
SC;4210209;Major Gercino;0,412;0,582;0,583;
SC;4210308;Major Vieira;0,324;0,551;0,582;
SC;4210407;Maracajá;0,401;0,712;0,644;
SC;4210506;Maravilha;0,44;0,659;0,676;
SC;4210555;Marema;;;0,582;
SC;4210605;Massaranduba;0,471;0,725;0,79;
SC;4210704;Matos Costa;0,42;0,63;0,592;
SC;4210803;Meleiro;0,447;0,665;0,762;
SC;4210852;Mirim Doce;;;;
SC;4210902;Modelo;0,403;0,654;0,63;
SC;4211009;Mondaí;0,458;0,611;0,62;
SC;4211058;Monte Carlo;;;;
SC;4211108;Monte Castelo;0,373;0,542;0,551;
SC;4211207;Morro da Fumaça;0,501;0,733;0,77;
SC;4211256;Morro Grande;;;;
SC;4211306;Navegantes;0,428;0,674;0,716;
SC;4211405;Nova Erechim;0,497;0,685;0,708;
SC;4211454;Nova Itaberaba;;;;
SC;4211504;Nova Trento;0,409;0,635;0,75;
SC;4211603;Nova Veneza;0,435;0,734;0,752;
SC;4211652;Novo Horizonte;;;;
SC;4211702;Orleans;0,431;0,644;0,716;
SC;4211751;Otacílio Costa;;;0,7;
SC;4211801;Ouro;0,456;0,737;0,773;
SC;4211850;Ouro Verde;;;;
SC;4211876;Paial;;;;
SC;4211892;Painel;;;;
SC;4211900;Palhoça;0,442;0,653;0,735;
SC;4212007;Palma Sola;0,435;0,643;0,613;
SC;4212056;Palmeira;;;;
SC;4212106;Palmitos;0,507;0,717;0,65;
SC;4212205;Papanduva;0,399;0,56;0,59;
SC;4212239;Paraíso;;;;
SC;4212254;Passo de Torres;;;;
SC;4212270;Passos Maia;;;;
SC;4212304;Paulo Lopes;0,353;0,529;0,567;
SC;4212403;Pedras Grandes;0,428;0,625;0,66;
SC;4212502;Penha;0,388;0,6;0,763;
SC;4212601;Peritiba;0,493;0,655;0,78;
SC;4212650;Pescaria Brava;;;;
SC;4212700;Petrolândia;0,453;0,644;0,663;
SC;4212809;Piçarras;0,436;0,61;0,707;
SC;4212908;Pinhalzinho;0,504;0,751;0,752;
SC;4213005;Pinheiro Preto;0,466;0,752;0,753;
SC;4213104;Piratuba;0,436;0,642;0,663;
SC;4213153;Planalto Alegre;;;;
SC;4213203;Pomerode;0,557;0,782;0,8;
SC;4213302;Ponte Alta;0,357;0,581;0,654;
SC;4213351;Ponte Alta do Norte;;;;
SC;4213401;Ponte Serrada;0,433;0,605;0,59;
SC;4213500;Porto Belo;0,392;0,624;0,724;
SC;4213609;Porto União;0,517;0,736;0,741;
SC;4213708;Pouso Redondo;0,431;0,631;0,66;
SC;4213807;Praia Grande;0,409;0,589;0,692;
SC;4213906;Presidente Castelo Branco;0,511;0,72;0,724;
SC;4214003;Presidente Getúlio;0,48;0,725;0,716;
SC;4214102;Presidente Nereu;0,409;0,566;0,639;
SC;4214151;Princesa;;;;
SC;4214201;Quilombo;0,447;0,615;0,605;
SC;4214300;Rancho Queimado;0,458;0,593;0,686;
SC;4214409;Rio das Antas;0,446;0,721;0,722;
SC;4214508;Rio do Campo;0,399;0,671;0,66;
SC;4214607;Rio do Oeste;0,467;0,609;0,75;
SC;4214706;Rio dos Cedros;0,485;0,741;0,764;
SC;4214805;Rio do Sul;0,551;0,757;0,786;
SC;4214904;Rio Fortuna;0,457;0,739;0,696;
SC;4215000;Rio Negrinho;0,491;0,737;0,728;
SC;4215059;Rio Rufino;;;;
SC;4215075;Riqueza;;;;
SC;4215109;Rodeio;0,498;0,768;0,769;
SC;4215208;Romelândia;0,412;0,561;0,599;
SC;4215307;Salete;0,494;0,623;0,666;
SC;4215356;Saltinho;;;;
SC;4215406;Salto Veloso;0,527;0,701;0,648;
SC;4215455;Sangão;;;;
SC;4215505;Santa Cecília;0,397;0,669;0,649;
SC;4215554;Santa Helena;;;;
SC;4215604;Santa Rosa de Lima;0,427;0,571;0,667;
SC;4215653;Santa Rosa do Sul;;;0,689;
SC;4215679;Santa Terezinha;;;;
SC;4215687;Santa Terezinha do Progresso;;;;
SC;4215695;Santiago do Sul;;;;
SC;4215703;Santo Amaro da Imperatriz;0,443;0,622;0,706;
SC;4215752;São Bernardino;;;;
SC;4215802;São Bento do Sul;0,594;0,759;0,791;
SC;4215901;São Bonifácio;0,43;0,626;0,691;
SC;4216008;São Carlos;0,507;0,671;0,679;
SC;4216057;São Cristovão do Sul;;;;
SC;4216107;São Domingos;0,357;0,632;0,577;
SC;4216206;São Francisco do Sul;0,499;0,729;0,735;
SC;4216255;São João do Oeste;;;;
SC;4216305;São João Batista;0,441;0,698;0,743;
SC;4216354;São João do Itaperiú;;;;
SC;4216404;São João do Sul;0,367;0,565;0,661;
SC;4216503;São Joaquim;0,441;0,64;0,657;
SC;4216602;São José;0,466;0,748;0,819;
SC;4216701;São José do Cedro;0,474;0,655;0,661;
SC;4216800;São José do Cerrito;0,355;0,48;0,551;
SC;4216909;São Lourenço do Oeste;0,452;0,645;0,644;
SC;4217006;São Ludgero;0,46;0,663;0,811;
SC;4217105;São Martinho;0,458;0,588;0,644;
SC;4217154;São Miguel da Boa Vista;;;;
SC;4217204;São Miguel do Oeste;0,479;0,716;0,699;
SC;4217253;São Pedro de Alcântara;;;;
SC;4217303;Saudades;0,484;0,665;0,659;
SC;4217402;Schroeder;0,483;0,723;0,81;
SC;4217501;Seara;0,477;0,722;0,762;
SC;4217550;Serra Alta;;;0,637;
SC;4217600;Siderópolis;0,476;0,723;0,686;
SC;4217709;Sombrio;0,409;0,632;0,683;
SC;4217758;Sul Brasil;;;;
SC;4217808;Taió;0,453;0,663;0,701;
SC;4217907;Tangará;0,425;0,665;0,721;
SC;4217956;Tigrinhos;;;;
SC;4218004;Tijucas;0,389;0,681;0,766;
SC;4218103;Timbé do Sul;0,409;0,57;0,654;
SC;4218202;Timbó;0,574;0,77;0,823;
SC;4218251;Timbó Grande;;;0,572;
SC;4218301;Três Barras;0,392;0,593;0,582;
SC;4218350;Treviso;;;;
SC;4218400;Treze de Maio;0,405;0,685;0,648;
SC;4218509;Treze Tílias;0,445;0,734;0,714;
SC;4218608;Trombudo Central;0,471;0,709;0,733;
SC;4218707;Tubarão;0,514;0,726;0,816;
SC;4218756;Tunápolis;;;0,666;
SC;4218806;Turvo;0,443;0,669;0,768;
SC;4218855;União do Oeste;;;0,638;
SC;4218905;Urubici;0,396;0,64;0,664;
SC;4218954;Urupema;;;0,645;
SC;4219002;Urussanga;0,5;0,746;0,775;
SC;4219101;Vargeão;0,387;0,678;0,745;
SC;4219150;Vargem;;;;
SC;4219176;Vargem Bonita;;;;
SC;4219200;Vidal Ramos;0,388;0,648;0,613;
SC;4219309;Videira;0,502;0,746;0,824;
SC;4219358;Vitor Meireles;;;0,647;
SC;4219408;Witmarsum;0,46;0,65;0,652;
SC;4219507;Xanxerê;0,456;0,689;0,778;
SC;4219606;Xavantina;0,46;0,73;0,769;
SC;4219705;Xaxim;0,408;0,618;0,642;
SC;4219853;Zortéa;;;;
SC;4220000;Balneário Rincão;;;;
SC;4299919;São Miguel;;;;
SE;2800100;Amparo de São Francisco;0,229;0,286;0,333;
SE;2800209;Aquidabã;0,247;0,334;0,404;
SE;2800308;Aracaju;0,466;0,71;0,77;
SE;2800407;Arauá;0,222;0,331;0,373;
SE;2800506;Areia Branca;0,239;0,332;0,421;
SE;2800605;Barra dos Coqueiros;0,313;0,454;0,553;
SE;2800670;Boquim;0,275;0,404;0,484;
SE;2800704;Brejo Grande;0,251;0,331;0,348;
SE;2801009;Campo do Brito;0,255;0,384;0,444;
SE;2801108;Canhoba;0,203;0,328;0,384;
SE;2801207;Canindé de São Francisco;0,217;0,278;0,343;
SE;2801306;Capela;0,296;0,399;0,437;
SE;2801405;Carira;0,226;0,341;0,377;
SE;2801504;Carmópolis;0,252;0,42;0,503;
SE;2801603;Cedro de São João;0,278;0,36;0,459;
SE;2801702;Cristinápolis;0,208;0,323;0,366;
SE;2801900;Cumbe;0,213;0,329;0,409;
SE;2802007;Divina Pastora;0,254;0,403;0,431;
SE;2802106;Estância;0,323;0,467;0,487;
SE;2802205;Feira Nova;0,23;0,38;0,359;
SE;2802304;Frei Paulo;0,327;0,414;0,433;
SE;2802403;Gararu;0,202;0,298;0,344;
SE;2802502;General Maynard;0,27;0,394;0,458;
SE;2802601;Gracho Cardoso;0,214;0,408;0,357;
SE;2802700;Ilha das Flores;0,239;0,32;0,336;
SE;2802809;Indiaroba;0,231;0,309;0,339;
SE;2802908;Itabaiana;0,287;0,459;0,507;
SE;2803005;Itabaianinha;0,243;0,359;0,385;
SE;2803104;Itabi;0,285;0,363;0,41;
SE;2803203;Itaporanga d'Ajuda;0,256;0,329;0,352;
SE;2803302;Japaratuba;0,269;0,387;0,437;
SE;2803401;Japoatã;0,25;0,337;0,348;
SE;2803500;Lagarto;0,265;0,406;0,442;
SE;2803609;Laranjeiras;0,257;0,411;0,444;
SE;2803708;Macambira;0,275;0,381;0,421;
SE;2803807;Malhada dos Bois;0,22;0,362;0,395;
SE;2803906;Malhador;0,242;0,352;0,437;
SE;2804003;Maruim;0,308;0,416;0,448;
SE;2804102;Moita Bonita;0,265;0,413;0,441;
SE;2804201;Monte Alegre de Sergipe;0,194;0,285;0,322;
SE;2804300;Muribeca;0,306;0,331;0,389;
SE;2804409;Neópolis;0,256;0,396;0,404;
SE;2804458;Nossa Senhora Aparecida;0,224;0,292;0,374;
SE;2804508;Nossa Senhora da Glória;0,238;0,36;0,417;
SE;2804607;Nossa Senhora das Dores;0,272;0,371;0,437;
SE;2804706;Nossa Senhora de Lourdes;0,191;0,317;0,41;
SE;2804805;Nossa Senhora do Socorro;0,278;0,4;0,528;
SE;2804904;Pacatuba;0,227;0,313;0,349;
SE;2805000;Pedra Mole;0,235;0,328;0,394;
SE;2805109;Pedrinhas;0,268;0,37;0,444;
SE;2805208;Pinhão;0,264;0,414;0,363;
SE;2805307;Pirambu;0,234;0,345;0,424;
SE;2805406;Poço Redondo;0,155;0,216;0,292;
SE;2805505;Poço Verde;0,246;0,289;0,353;
SE;2805604;Porto da Folha;0,213;0,296;0,346;
SE;2805703;Propriá;0,322;0,46;0,485;
SE;2805802;Riachão do Dantas;0,233;0,332;0,338;
SE;2805901;Riachuelo;0,272;0,411;0,453;
SE;2806008;Ribeirópolis;0,27;0,43;0,448;
SE;2806107;Rosário do Catete;0,304;0,471;0,471;
SE;2806206;Salgado;0,243;0,341;0,376;
SE;2806305;Santa Luzia do Itanhy;0,239;0,294;0,312;
SE;2806404;Santana do São Francisco;;;;
SE;2806503;Santa Rosa de Lima;0,206;0,361;0,395;
SE;2806602;Santo Amaro das Brotas;0,308;0,405;0,439;
SE;2806701;São Cristóvão;0,268;0,405;0,514;
SE;2806800;São Domingos;0,216;0,316;0,398;
SE;2806909;São Francisco;0,238;0,34;0,422;
SE;2807006;São Miguel do Aleixo;0,197;0,31;0,369;
SE;2807105;Simão Dias;0,253;0,333;0,387;
SE;2807204;Siriri;0,234;0,372;0,42;
SE;2807303;Telha;0,226;0,362;0,354;
SE;2807402;Tobias Barreto;0,212;0,39;0,403;
SE;2807501;Tomar do Geru;0,201;0,311;0,355;
SE;2807600;Umbaúba;0,215;0,39;0,435;
SP;3500105;Adamantina;0,507;0,735;0,774;
SP;3500204;Adolfo;0,445;0,644;0,707;
SP;3500303;Aguaí;0,504;0,726;0,74;
SP;3500402;Águas da Prata;0,49;0,744;0,792;
SP;3500501;Águas de Lindóia;0,513;0,714;0,794;
SP;3500550;Águas de Santa Bárbara;0,425;0,701;0,732;
SP;3500600;Águas de São Pedro;0,701;0,758;0,823;
SP;3500709;Agudos;0,497;0,708;0,734;
SP;3500758;Alambari;;;;
SP;3500808;Alfredo Marcondes;0,398;0,61;0,71;
SP;3500907;Altair;0,373;0,655;0,682;
SP;3501004;Altinópolis;0,524;0,714;0,788;
SP;3501103;Alto Alegre;0,397;0,62;0,635;
SP;3501152;Alumínio;;;;
SP;3501202;Álvares Florence;0,429;0,662;0,598;
SP;3501301;Álvares Machado;0,432;0,671;0,699;
SP;3501400;Álvaro de Carvalho;0,387;0,493;0,55;
SP;3501509;Alvinlândia;0,393;0,603;0,619;
SP;3501608;Americana;0,648;0,751;0,802;
SP;3501707;Américo Brasiliense;0,447;0,711;0,799;
SP;3501806;Américo de Campos;0,468;0,726;0,686;
SP;3501905;Amparo;0,551;0,72;0,754;
SP;3502002;Analândia;0,466;0,681;0,773;
SP;3502101;Andradina;0,503;0,713;0,768;
SP;3502200;Angatuba;0,435;0,659;0,72;
SP;3502309;Anhembi;0,459;0,623;0,681;
SP;3502408;Anhumas;0,333;0,593;0,612;
SP;3502507;Aparecida;0,494;0,716;0,792;
SP;3502606;Aparecida d'Oeste;0,354;0,588;0,632;
SP;3502705;Apiaí;0,398;0,57;0,585;
SP;3502754;Araçariguama;;;;
SP;3502804;Araçatuba;0,563;0,729;0,797;
SP;3502903;Araçoiaba da Serra;0,433;0,691;0,763;
SP;3503000;Aramina;0,457;0,672;0,783;
SP;3503109;Arandu;0,338;0,504;0,582;
SP;3503158;Arapeí;;;;
SP;3503208;Araraquara;0,625;0,755;0,799;
SP;3503307;Araras;0,56;0,744;0,802;
SP;3503356;Arco-Íris;;;;
SP;3503406;Arealva;0,408;0,65;0,678;
SP;3503505;Areias;0,392;0,526;0,583;
SP;3503604;Areiópolis;0,364;0,595;0,636;
SP;3503703;Ariranha;0,484;0,692;0,783;
SP;3503802;Artur Nogueira;0,505;0,714;0,775;
SP;3503901;Arujá;0,47;0,69;0,766;
SP;3503950;Aspásia;;;;
SP;3504008;Assis;0,54;0,723;0,792;
SP;3504107;Atibaia;0,541;0,698;0,777;
SP;3504206;Auriflama;0,381;0,672;0,777;
SP;3504305;Avaí;0,423;0,638;0,579;
SP;3504404;Avanhandava;0,407;0,661;0,711;
SP;3504503;Avaré;0,493;0,721;0,787;
SP;3504602;Bady Bassitt;0,419;0,71;0,776;
